,n_subbins,n_pi_avg/entropy_gain/dark_bkd/,n_errors/entropy_gain/dark_bkd/,t_avg/entropy_gain/dark_bkd/,n_pi_avg/minbins/dark_bkd/,n_errors/minbins/dark_bkd/,t_avg/minbins/dark_bkd/,n_pi_avg/hmm_no_exp/dark_bkd/,n_errors/hmm_no_exp/dark_bkd/,t_avg/hmm_no_exp/dark_bkd/,n_pi_avg/hmm/dark_bkd/,n_errors/hmm/dark_bkd/,t_avg/hmm/dark_bkd/,n_pi_avg/aml/dark_bkd/,n_errors/aml/dark_bkd/,t_avg/aml/dark_bkd/,n_pi_avg/entropy_gain/dark/,n_errors/entropy_gain/dark/,t_avg/entropy_gain/dark/,n_pi_avg/minbins/dark/,n_errors/minbins/dark/,t_avg/minbins/dark/,n_pi_avg/hmm_no_exp/dark/,n_errors/hmm_no_exp/dark/,t_avg/hmm_no_exp/dark/,n_pi_avg/hmm/dark/,n_errors/hmm/dark/,t_avg/hmm/dark/,n_pi_avg/aml/dark/,n_errors/aml/dark/,t_avg/aml/dark/,n_pi_avg/entropy_gain/bright_bkd/,n_errors/entropy_gain/bright_bkd/,t_avg/entropy_gain/bright_bkd/,n_pi_avg/minbins/bright_bkd/,n_errors/minbins/bright_bkd/,t_avg/minbins/bright_bkd/,n_pi_avg/hmm_no_exp/bright_bkd/,n_errors/hmm_no_exp/bright_bkd/,t_avg/hmm_no_exp/bright_bkd/,n_pi_avg/hmm/bright_bkd/,n_errors/hmm/bright_bkd/,t_avg/hmm/bright_bkd/,n_pi_avg/aml/bright_bkd/,n_errors/aml/bright_bkd/,t_avg/aml/bright_bkd/,n_pi_avg/entropy_gain/bright/,n_errors/entropy_gain/bright/,t_avg/entropy_gain/bright/,n_pi_avg/minbins/bright/,n_errors/minbins/bright/,t_avg/minbins/bright/,n_pi_avg/hmm_no_exp/bright/,n_errors/hmm_no_exp/bright/,t_avg/hmm_no_exp/bright/,n_pi_avg/hmm/bright/,n_errors/hmm/bright/,t_avg/hmm/bright/,n_pi_avg/aml/bright/,n_errors/aml/bright/,t_avg/aml/bright/
0,20,1.79982,12.0,50.244099999999996,1.20111,3.0,43.0403,1.20248,5.0,43.0751,1.20091,143.0,33.7122,0,2.0,86.555,1.17911,1.0,25.8025,1.17791,1.0,25.7559,1.17876,0.0,25.8095,1.17764,2.0,25.7696,0,0.0,80.0,1.26074,4.0,47.35039999999999,0.64537,2.0,38.0511,0.64187,6.0,38.0136,0.64241,109.0,27.981099999999998,0,3.0,33.3502,0.62376,0.0,20.2466,0.62208,0.0,20.2239,0.62092,0.0,20.1986,0.62193,0.0,20.2226,0,7.0,13.9756
